200000: 1.202
300000: 1.784
400000: 2.382
500000: 3.007
600000: 3.639
700000: 4.250
800000: 5.598
900000: 5.569
1000000: 6.186
1100000: 6.807
1200000: 7.459
1300000: 8.104
1400000: 8.781
1500000: 9.458
1600000: 10.063
1700000: 10.732
1800000: 11.382
1900000: 12.049
2000000: 12.715
