200000: 0.032
300000: 0.052
400000: 0.068
500000: 0.085
600000: 0.109
700000: 0.124
800000: 0.142
900000: 0.165
1000000: 0.186
1100000: 0.208
1200000: 0.227
1300000: 0.249
1400000: 0.268
1500000: 0.286
1600000: 0.304
1700000: 0.318
1800000: 0.337
1900000: 0.366
2000000: 0.380
