200000: 0.058
300000: 0.072
400000: 0.097
500000: 0.122
600000: 0.150
700000: 0.180
800000: 0.207
900000: 0.261
1000000: 0.261
1100000: 0.304
1200000: 0.333
1300000: 0.350
1400000: 0.380
1500000: 0.405
1600000: 0.441
1700000: 0.464
1800000: 0.504
1900000: 0.529
2000000: 0.553
