200000: 0.190
300000: 0.132
400000: 0.203
500000: 0.233
600000: 0.299
700000: 0.350
800000: 0.430
900000: 0.462
1000000: 0.526
1100000: 0.571
1200000: 0.650
1300000: 0.714
1400000: 0.752
1500000: 0.831
1600000: 0.940
1700000: 0.984
1800000: 1.004
1900000: 1.127
2000000: 1.171
