200000: 0.888
300000: 1.345
400000: 1.774
500000: 2.235
600000: 2.669
700000: 3.131
800000: 3.597
900000: 4.092
1000000: 4.505
1100000: 5.012
1200000: 5.409
1300000: 5.852
1400000: 6.334
1500000: 7.367
1600000: 7.215
1700000: 7.689
1800000: 8.109
1900000: 8.547
2000000: 9.018
