150000: 23.098
160000: 26.175
170000: 29.657
180000: 33.302
190000: 37.048
200000: 41.267
210000: 45.114
220000: 49.614
230000: 54.933
240000: 58.997
250000: 63.974
260000: 69.320
270000: 74.728
280000: 82.300
290000: 87.582
300000: 92.127
310000: 103.735
320000: 105.353
330000: 112.372
340000: 119.240
350000: 125.889
